doc_id,topic,topic_label,organisation,org_type,date
389,-1,Outlier / noise,schoolsweek,ed_journalism,2023-04-21
390,-1,Outlier / noise,schoolsweek,ed_journalism,2023-04-21
391,-1,Outlier / noise,schoolsweek,ed_journalism,2023-04-21
392,15,AI and digital technology in education,schoolsweek,ed_journalism,2023-04-21
393,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2023-04-22
394,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2023-04-23
395,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2023-04-23
396,4,Academy trusts and school governance,schoolsweek,ed_journalism,2023-04-24
397,-1,Outlier / noise,schoolsweek,ed_journalism,2023-04-24
398,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2023-04-24
399,4,Academy trusts and school governance,schoolsweek,ed_journalism,2023-04-24
400,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2023-04-25
401,10,"Teacher pay, unions, and industrial action",schoolsweek,ed_journalism,2023-04-25
402,0,Ofsted inspections and accountability,gov,gov_inst,2023-04-25
403,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2023-04-25
404,-1,Outlier / noise,epi,think_tank,2023-04-25
405,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2023-04-26
406,12,School funding and education budgets,schoolsweek,ed_journalism,2023-04-26
407,4,Academy trusts and school governance,schoolsweek,ed_journalism,2023-04-26
408,-1,Outlier / noise,schoolsweek,ed_journalism,2023-04-26
409,12,School funding and education budgets,gov,gov_inst,2023-04-26
410,-1,Outlier / noise,gov,gov_inst,2023-04-26
411,1,Pupil attainment and exam results,gov,gov_inst,2023-04-27
412,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2023-04-27
413,1,Pupil attainment and exam results,schoolsweek,ed_journalism,2023-04-27
414,14,Education research and evidence foundations,nuffield,think_tank,2023-04-28
415,3,Special educational needs and SEND provision,epi,think_tank,2023-04-28
416,7,Pupil attendance and absence,fft,ed_res_org,2023-04-28
417,-1,Outlier / noise,schoolsweek,ed_journalism,2023-04-28
418,22,Qualifications reform and T Levels,schoolsweek,ed_journalism,2023-04-28
419,16,Teachers’ pay review and STRB,schoolsweek,ed_journalism,2023-04-28
420,4,Academy trusts and school governance,schoolsweek,ed_journalism,2023-04-28
421,3,Special educational needs and SEND provision,schoolsweek,ed_journalism,2023-04-28
422,10,"Teacher pay, unions, and industrial action",schoolsweek,ed_journalism,2023-04-28
423,-1,Outlier / noise,schoolsweek,ed_journalism,2023-04-28
424,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2023-04-29
425,8,Academy trust statements and responses,schoolsweek,ed_journalism,2023-04-29
426,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2023-04-29
427,23,Outlier / noise,schoolsweek,ed_journalism,2023-04-30
428,-1,Outlier / noise,schoolsweek,ed_journalism,2023-05-01
429,-1,Outlier / noise,schoolsweek,ed_journalism,2023-05-01
430,-1,Outlier / noise,gov,gov_inst,2023-05-01
431,19,Education leadership and professional development,fed,prof_body,2023-05-02
432,1,Pupil attainment and exam results,epi,think_tank,2023-05-03
433,9,DfE intervention and academy warnings,gov,gov_inst,2023-05-03
434,17,Local authorities and education oversight,gov,gov_inst,2023-05-03
435,23,Outlier / noise,schoolsweek,ed_journalism,2023-05-03
436,13,"Skills, apprenticeships, and employment pathways",fed,prof_body,2023-05-04
437,1,Pupil attainment and exam results,schoolsweek,ed_journalism,2023-05-04
438,-1,Outlier / noise,schoolsweek,ed_journalism,2023-05-04
439,10,"Teacher pay, unions, and industrial action",schoolsweek,ed_journalism,2023-05-04
440,1,Pupil attainment and exam results,schoolsweek,ed_journalism,2023-05-04
441,13,"Skills, apprenticeships, and employment pathways",gov,gov_inst,2023-05-04
442,12,School funding and education budgets,schoolsweek,ed_journalism,2023-05-05
443,12,School funding and education budgets,schoolsweek,ed_journalism,2023-05-05
444,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2023-05-05
445,1,Pupil attainment and exam results,fft,ed_res_org,2023-05-05
446,-1,Outlier / noise,schoolsweek,ed_journalism,2023-05-05
447,-1,Outlier / noise,schoolsweek,ed_journalism,2023-05-06
448,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2023-05-07
449,19,Education leadership and professional development,gov,gov_inst,2023-05-08
450,1,Pupil attainment and exam results,gov,gov_inst,2023-05-08
451,1,Pupil attainment and exam results,gov,gov_inst,2023-05-08
452,1,Pupil attainment and exam results,epi,think_tank,2023-05-09
453,1,Pupil attainment and exam results,fft,ed_res_org,2023-05-09
454,-1,Outlier / noise,schoolsweek,ed_journalism,2023-05-09
455,-1,Outlier / noise,schoolsweek,ed_journalism,2023-05-10
456,23,Outlier / noise,schoolsweek,ed_journalism,2023-05-10
457,1,Pupil attainment and exam results,schoolsweek,ed_journalism,2023-05-10
458,17,Local authorities and education oversight,gov,gov_inst,2023-05-10
459,1,Pupil attainment and exam results,gov,gov_inst,2023-05-10
460,2,Teacher recruitment and workforce supply,gov,gov_inst,2023-05-10
461,19,Education leadership and professional development,fed,prof_body,2023-05-10
462,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2023-05-10
463,14,Education research and evidence foundations,nuffield,think_tank,2023-05-10
464,7,Pupil attendance and absence,schoolsweek,ed_journalism,2023-05-11
465,-1,Outlier / noise,epi,think_tank,2023-05-11
466,-1,Outlier / noise,schoolsweek,ed_journalism,2023-05-11
467,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2023-05-12
468,18,Education ministers and political leadership,schoolsweek,ed_journalism,2023-05-12
469,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2023-05-12
470,4,Academy trusts and school governance,schoolsweek,ed_journalism,2023-05-12
471,-1,Outlier / noise,schoolsweek,ed_journalism,2023-05-12
472,-1,Outlier / noise,schoolsweek,ed_journalism,2023-05-13
473,1,Pupil attainment and exam results,schoolsweek,ed_journalism,2023-05-13
474,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2023-05-14
475,-1,Outlier / noise,schoolsweek,ed_journalism,2023-05-15
476,10,"Teacher pay, unions, and industrial action",gov,gov_inst,2023-05-15
477,-1,Outlier / noise,schoolsweek,ed_journalism,2023-05-15
478,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2023-05-15
479,23,Outlier / noise,schoolsweek,ed_journalism,2023-05-15
480,10,"Teacher pay, unions, and industrial action",schoolsweek,ed_journalism,2023-05-15
481,1,Pupil attainment and exam results,schoolsweek,ed_journalism,2023-05-16
482,-1,Outlier / noise,schoolsweek,ed_journalism,2023-05-16
483,1,Pupil attainment and exam results,schoolsweek,ed_journalism,2023-05-16
484,1,Pupil attainment and exam results,schoolsweek,ed_journalism,2023-05-16
485,1,Pupil attainment and exam results,gov,gov_inst,2023-05-16
486,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2023-05-17
487,-1,Outlier / noise,fft,ed_res_org,2023-05-17
488,17,Local authorities and education oversight,gov,gov_inst,2023-05-17
489,14,Education research and evidence foundations,nuffield,think_tank,2023-05-17
490,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2023-05-17
491,1,Pupil attainment and exam results,schoolsweek,ed_journalism,2023-05-18
492,23,Outlier / noise,schoolsweek,ed_journalism,2023-05-18
493,3,Special educational needs and SEND provision,schoolsweek,ed_journalism,2023-05-18
494,-1,Outlier / noise,gov,gov_inst,2023-05-18
495,7,Pupil attendance and absence,gov,gov_inst,2023-05-18
496,21,Pupil suspensions and exclusions,fft,ed_res_org,2023-05-18
497,9,DfE intervention and academy warnings,gov,gov_inst,2023-05-18
498,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2023-05-18
499,4,Academy trusts and school governance,schoolsweek,ed_journalism,2023-05-18
500,10,"Teacher pay, unions, and industrial action",schoolsweek,ed_journalism,2023-05-18
501,7,Pupil attendance and absence,schoolsweek,ed_journalism,2023-05-18
502,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2023-05-19
503,-1,Outlier / noise,schoolsweek,ed_journalism,2023-05-19
504,-1,Outlier / noise,schoolsweek,ed_journalism,2023-05-19
505,-1,Outlier / noise,schoolsweek,ed_journalism,2023-05-19
506,7,Pupil attendance and absence,epi,think_tank,2023-05-19
507,-1,Outlier / noise,epi,think_tank,2023-05-20
508,-1,Outlier / noise,schoolsweek,ed_journalism,2023-05-20
509,16,Teachers’ pay review and STRB,schoolsweek,ed_journalism,2023-05-21
510,4,Academy trusts and school governance,schoolsweek,ed_journalism,2023-05-22
511,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2023-05-22
512,5,School buildings and RAAC safety,schoolsweek,ed_journalism,2023-05-22
513,5,School buildings and RAAC safety,gov,gov_inst,2023-05-22
514,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2023-05-22
515,-1,Outlier / noise,schoolsweek,ed_journalism,2023-05-23
516,16,Teachers’ pay review and STRB,schoolsweek,ed_journalism,2023-05-23
517,-1,Outlier / noise,gov,gov_inst,2023-05-23
518,5,School buildings and RAAC safety,schoolsweek,ed_journalism,2023-05-23
519,-1,Outlier / noise,gov,gov_inst,2023-05-24
520,17,Local authorities and education oversight,gov,gov_inst,2023-05-24
521,13,"Skills, apprenticeships, and employment pathways",gov,gov_inst,2023-05-24
522,14,Education research and evidence foundations,nuffield,think_tank,2023-05-24
523,4,Academy trusts and school governance,schoolsweek,ed_journalism,2023-05-24
524,5,School buildings and RAAC safety,schoolsweek,ed_journalism,2023-05-24
525,10,"Teacher pay, unions, and industrial action",schoolsweek,ed_journalism,2023-05-25
526,-1,Outlier / noise,schoolsweek,ed_journalism,2023-05-25
527,6,Guidance for schools and children,schoolsweek,ed_journalism,2023-05-25
528,-1,Outlier / noise,schoolsweek,ed_journalism,2023-05-25
529,-1,Outlier / noise,schoolsweek,ed_journalism,2023-05-25
530,14,Education research and evidence foundations,nuffield,think_tank,2023-05-25
531,11,Free school meals and breakfast provision,schoolsweek,ed_journalism,2023-05-26
532,3,Special educational needs and SEND provision,schoolsweek,ed_journalism,2023-05-26
533,10,"Teacher pay, unions, and industrial action",schoolsweek,ed_journalism,2023-05-26
534,6,Guidance for schools and children,schoolsweek,ed_journalism,2023-05-26
535,-1,Outlier / noise,schoolsweek,ed_journalism,2023-05-26
536,-1,Outlier / noise,schoolsweek,ed_journalism,2023-05-27
537,-1,Outlier / noise,schoolsweek,ed_journalism,2023-05-27
538,11,Free school meals and breakfast provision,schoolsweek,ed_journalism,2023-05-28
539,-1,Outlier / noise,schoolsweek,ed_journalism,2023-05-29
540,6,Guidance for schools and children,schoolsweek,ed_journalism,2023-05-30
541,23,Outlier / noise,schoolsweek,ed_journalism,2023-05-30
542,1,Pupil attainment and exam results,schoolsweek,ed_journalism,2023-05-31
543,18,Education ministers and political leadership,schoolsweek,ed_journalism,2023-05-31
544,14,Education research and evidence foundations,nuffield,think_tank,2023-05-31
545,17,Local authorities and education oversight,gov,gov_inst,2023-05-31
546,6,Guidance for schools and children,gov,gov_inst,2023-05-31
547,6,Guidance for schools and children,schoolsweek,ed_journalism,2023-05-31
548,1,Pupil attainment and exam results,schoolsweek,ed_journalism,2023-06-01
549,6,Guidance for schools and children,gov,gov_inst,2023-06-01
550,1,Pupil attainment and exam results,schoolsweek,ed_journalism,2023-06-01
551,10,"Teacher pay, unions, and industrial action",schoolsweek,ed_journalism,2023-06-02
552,23,Outlier / noise,gov,gov_inst,2023-06-05
553,0,Ofsted inspections and accountability,gov,gov_inst,2023-06-05
554,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2023-06-05
555,7,Pupil attendance and absence,fft,ed_res_org,2023-06-05
556,3,Special educational needs and SEND provision,schoolsweek,ed_journalism,2023-06-06
557,10,"Teacher pay, unions, and industrial action",schoolsweek,ed_journalism,2023-06-06
558,-1,Outlier / noise,schoolsweek,ed_journalism,2023-06-06
559,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2023-06-06
560,14,Education research and evidence foundations,nuffield,think_tank,2023-06-07
561,11,Free school meals and breakfast provision,fed,prof_body,2023-06-07
562,17,Local authorities and education oversight,gov,gov_inst,2023-06-07
563,-1,Outlier / noise,gov,gov_inst,2023-06-07
564,-1,Outlier / noise,schoolsweek,ed_journalism,2023-06-07
565,13,"Skills, apprenticeships, and employment pathways",gov,gov_inst,2023-06-07
566,-1,Outlier / noise,schoolsweek,ed_journalism,2023-06-07
567,6,Guidance for schools and children,schoolsweek,ed_journalism,2023-06-07
568,-1,Outlier / noise,schoolsweek,ed_journalism,2023-06-07
569,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2023-06-07
570,19,Education leadership and professional development,schoolsweek,ed_journalism,2023-06-08
571,7,Pupil attendance and absence,schoolsweek,ed_journalism,2023-06-08
572,5,School buildings and RAAC safety,schoolsweek,ed_journalism,2023-06-08
573,-1,Outlier / noise,schoolsweek,ed_journalism,2023-06-08
574,2,Teacher recruitment and workforce supply,gov,gov_inst,2023-06-08
575,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2023-06-08
576,11,Free school meals and breakfast provision,schoolsweek,ed_journalism,2023-06-08
577,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2023-06-08
578,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2023-06-08
579,3,Special educational needs and SEND provision,schoolsweek,ed_journalism,2023-06-08
580,-1,Outlier / noise,gov,gov_inst,2023-06-08
581,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2023-06-09
582,6,Guidance for schools and children,schoolsweek,ed_journalism,2023-06-09
583,14,Education research and evidence foundations,nuffield,think_tank,2023-06-10
584,-1,Outlier / noise,nuffield,think_tank,2023-06-10
585,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2023-06-11
586,-1,Outlier / noise,nuffield,think_tank,2023-06-11
587,0,Ofsted inspections and accountability,gov,gov_inst,2023-06-12
588,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2023-06-12
589,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2023-06-12
590,16,Teachers’ pay review and STRB,schoolsweek,ed_journalism,2023-06-12
591,11,Free school meals and breakfast provision,schoolsweek,ed_journalism,2023-06-12
592,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2023-06-12
593,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2023-06-12
594,-1,Outlier / noise,nuffield,think_tank,2023-06-12
595,2,Teacher recruitment and workforce supply,epi,think_tank,2023-06-13
596,-1,Outlier / noise,schoolsweek,ed_journalism,2023-06-13
597,-1,Outlier / noise,gov,gov_inst,2023-06-13
598,7,Pupil attendance and absence,fft,ed_res_org,2023-06-13
599,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2023-06-13
600,4,Academy trusts and school governance,schoolsweek,ed_journalism,2023-06-14
601,15,AI and digital technology in education,schoolsweek,ed_journalism,2023-06-14
602,-1,Outlier / noise,schoolsweek,ed_journalism,2023-06-14
603,17,Local authorities and education oversight,gov,gov_inst,2023-06-14
604,-1,Outlier / noise,gov,gov_inst,2023-06-14
605,15,AI and digital technology in education,gov,gov_inst,2023-06-14
606,-1,Outlier / noise,schoolsweek,ed_journalism,2023-06-15
607,-1,Outlier / noise,epi,think_tank,2023-06-15
608,1,Pupil attainment and exam results,gov,gov_inst,2023-06-15
609,1,Pupil attainment and exam results,fft,ed_res_org,2023-06-15
610,10,"Teacher pay, unions, and industrial action",schoolsweek,ed_journalism,2023-06-15
611,1,Pupil attainment and exam results,schoolsweek,ed_journalism,2023-06-15
612,5,School buildings and RAAC safety,schoolsweek,ed_journalism,2023-06-15
613,4,Academy trusts and school governance,schoolsweek,ed_journalism,2023-06-16
614,-1,Outlier / noise,schoolsweek,ed_journalism,2023-06-16
615,1,Pupil attainment and exam results,fft,ed_res_org,2023-06-16
616,5,School buildings and RAAC safety,schoolsweek,ed_journalism,2023-06-16
